Variant,Score,ScoreDiff,Probability,Generation
C,1.25,-0.1,0.0422072504131,27728
C,1.25,-0.25,0.00656082462135,27729
C,1.25,-0.1,0.0422072504131,27730
C,1.25,-0.1,0.0422072504131,27731
C,1.25,-0.1,0.0422072504131,27732
C,1.25,-0.1,0.0422072504131,27733
B,1.15,0.0,0.0422072504131,27734
B,1.15,-0.15,0.0209871613723,27735
B,1.15,-0.15,0.0209871613723,27736
B,1.15,-0.15,0.0209871613723,27737
B,1.15,-0.15,0.0209871613723,27738
B,1.15,0.1,0.18932421675,27739
B,1.15,-0.15,0.0209871613723,27740
C,1.25,0.0,0.18932421675,27741
C,1.25,-0.1,0.0422072504131,27742
C,1.25,-0.25,0.00656082462135,27743
C,1.25,-0.25,0.00656082462135,27744
C,1.25,-0.1,0.0422072504131,27745
C,1.25,-0.25,0.00656082462135,27746
C,1.25,-0.1,0.0422072504131,27747
C,1.25,-0.25,0.00656082462135,27748
C,1.25,-0.1,0.0422072504131,27749
C,1.25,-0.1,0.0422072504131,27750
C,1.25,-0.1,0.0422072504131,27751
C,1.25,-0.25,0.00656082462135,27752
C,1.25,-0.1,0.0422072504131,27753
C,1.25,-0.1,0.0422072504131,27754
C,1.25,-0.1,0.0422072504131,27755
C,1.25,-0.25,0.00656082462135,27756
C,1.25,-0.1,0.0422072504131,27757
C,1.25,-0.25,0.00656082462135,27758
C,1.25,-0.1,0.0422072504131,27759
C,1.25,-0.25,0.00656082462135,27760
C,1.25,-0.25,0.00656082462135,27761
C,1.25,-0.1,0.0422072504131,27762
C,1.25,-0.25,0.00656082462135,27763
C,1.25,-0.1,0.0422072504131,27764
C,1.25,-0.25,0.00656082462135,27765
C,1.25,-0.1,0.0422072504131,27766
C,1.25,-0.1,0.0422072504131,27767
C,1.25,-0.1,0.0422072504131,27768
C,1.25,-0.1,0.0422072504131,27769
C,1.25,-0.25,0.00656082462135,27770
C,1.25,-0.1,0.0422072504131,27771
C,1.25,-0.25,0.00656082462135,27772
C,1.25,-0.25,0.00656082462135,27773
C,1.25,-0.25,0.00656082462135,27774
C,1.25,-0.25,0.00656082462135,27775
C,1.25,-0.25,0.00656082462135,27776
C,1.25,-0.25,0.00656082462135,27777
B,1.15,0.0,0.0422072504131,27778
B,1.15,-0.15,0.0209871613723,27779
B,1.15,0.1,0.18932421675,27780
B,1.15,-0.15,0.0209871613723,27781
B,1.15,-0.15,0.0209871613723,27782
C,1.25,0.0,0.18932421675,27783
C,1.25,-0.25,0.00656082462135,27784
C,1.25,-0.25,0.00656082462135,27785
C,1.25,-0.1,0.0422072504131,27786
C,1.25,-0.1,0.0422072504131,27787
C,1.25,-0.25,0.00656082462135,27788
C,1.25,-0.25,0.00656082462135,27789
C,1.25,-0.25,0.00656082462135,27790
C,1.25,-0.25,0.00656082462135,27791
C,1.25,-0.25,0.00656082462135,27792
C,1.25,-0.25,0.00656082462135,27793
C,1.25,-0.1,0.0422072504131,27794
C,1.25,-0.1,0.0422072504131,27795
C,1.25,-0.1,0.0422072504131,27796
B,1.15,0.0,0.0422072504131,27797
B,1.15,-0.15,0.0209871613723,27798
C,1.25,0.0,0.18932421675,27799
B,1.15,0.0,0.0422072504131,27800
B,1.15,0.1,0.18932421675,27801
B,1.15,0.1,0.18932421675,27802
C,1.25,0.0,0.18932421675,27803
C,1.25,-0.1,0.0422072504131,27804
C,1.25,-0.1,0.0422072504131,27805
C,1.25,-0.25,0.00656082462135,27806
C,1.25,-0.1,0.0422072504131,27807
C,1.25,-0.1,0.0422072504131,27808
C,1.25,-0.25,0.00656082462135,27809
C,1.25,-0.25,0.00656082462135,27810
C,1.25,-0.1,0.0422072504131,27811
C,1.25,-0.1,0.0422072504131,27812
C,1.25,-0.25,0.00656082462135,27813
C,1.25,-0.25,0.00656082462135,27814
C,1.25,-0.1,0.0422072504131,27815
C,1.25,-0.1,0.0422072504131,27816
C,1.25,-0.1,0.0422072504131,27817
C,1.25,-0.1,0.0422072504131,27818
C,1.25,-0.1,0.0422072504131,27819
C,1.25,-0.25,0.00656082462135,27820
C,1.25,-0.25,0.00656082462135,27821
C,1.25,-0.1,0.0422072504131,27822
C,1.25,-0.25,0.00656082462135,27823
C,1.25,-0.1,0.0422072504131,27824
C,1.25,-0.1,0.0422072504131,27825
C,1.25,-0.25,0.00656082462135,27826
C,1.25,-0.25,0.00656082462135,27827
C,1.25,-0.1,0.0422072504131,27828
C,1.25,-0.25,0.00656082462135,27829
C,1.25,-0.25,0.00656082462135,27830
C,1.25,-0.25,0.00656082462135,27831
C,1.25,-0.25,0.00656082462135,27832
C,1.25,-0.25,0.00656082462135,27833
C,1.25,-0.25,0.00656082462135,27834
C,1.25,-0.1,0.0422072504131,27835
C,1.25,-0.25,0.00656082462135,27836
C,1.25,-0.25,0.00656082462135,27837
C,1.25,-0.1,0.0422072504131,27838
C,1.25,-0.25,0.00656082462135,27839
C,1.25,-0.1,0.0422072504131,27840
C,1.25,-0.1,0.0422072504131,27841
C,1.25,-0.25,0.00656082462135,27842
C,1.25,-0.1,0.0422072504131,27843
C,1.25,-0.25,0.00656082462135,27844
C,1.25,-0.1,0.0422072504131,27845
C,1.25,-0.25,0.00656082462135,27846
C,1.25,-0.1,0.0422072504131,27847
C,1.25,-0.25,0.00656082462135,27848
C,1.25,-0.1,0.0422072504131,27849
C,1.25,-0.1,0.0422072504131,27850
C,1.25,-0.1,0.0422072504131,27851
C,1.25,-0.1,0.0422072504131,27852
C,1.25,-0.1,0.0422072504131,27853
C,1.25,-0.25,0.00656082462135,27854
C,1.25,-0.1,0.0422072504131,27855
C,1.25,-0.1,0.0422072504131,27856
C,1.25,-0.25,0.00656082462135,27857
C,1.25,-0.25,0.00656082462135,27858
C,1.25,-0.25,0.00656082462135,27859
C,1.25,-0.1,0.0422072504131,27860
C,1.25,-0.1,0.0422072504131,27861
C,1.25,-0.1,0.0422072504131,27862
C,1.25,-0.1,0.0422072504131,27863
C,1.25,-0.25,0.00656082462135,27864
C,1.25,-0.1,0.0422072504131,27865
C,1.25,-0.25,0.00656082462135,27866
C,1.25,-0.25,0.00656082462135,27867
C,1.25,-0.25,0.00656082462135,27868
C,1.25,-0.1,0.0422072504131,27869
C,1.25,-0.25,0.00656082462135,27870
C,1.25,-0.1,0.0422072504131,27871
C,1.25,-0.25,0.00656082462135,27872
C,1.25,-0.25,0.00656082462135,27873
C,1.25,-0.25,0.00656082462135,27874
C,1.25,-0.25,0.00656082462135,27875
C,1.25,-0.1,0.0422072504131,27876
C,1.25,-0.1,0.0422072504131,27877
C,1.25,-0.25,0.00656082462135,27878
C,1.25,-0.1,0.0422072504131,27879
C,1.25,-0.1,0.0422072504131,27880
C,1.25,-0.25,0.00656082462135,27881
C,1.25,-0.25,0.00656082462135,27882
C,1.25,-0.1,0.0422072504131,27883
C,1.25,-0.25,0.00656082462135,27884
C,1.25,-0.25,0.00656082462135,27885
C,1.25,-0.25,0.00656082462135,27886
C,1.25,-0.1,0.0422072504131,27887
C,1.25,-0.25,0.00656082462135,27888
C,1.25,-0.1,0.0422072504131,27889
C,1.25,-0.25,0.00656082462135,27890
C,1.25,-0.25,0.00656082462135,27891
C,1.25,-0.1,0.0422072504131,27892
C,1.25,-0.1,0.0422072504131,27893
C,1.25,-0.25,0.00656082462135,27894
C,1.25,-0.25,0.00656082462135,27895
C,1.25,-0.1,0.0422072504131,27896
C,1.25,-0.25,0.00656082462135,27897
C,1.25,-0.25,0.00656082462135,27898
C,1.25,-0.25,0.00656082462135,27899
C,1.25,-0.25,0.00656082462135,27900
C,1.25,-0.25,0.00656082462135,27901
C,1.25,-0.1,0.0422072504131,27902
C,1.25,-0.25,0.00656082462135,27903
C,1.25,-0.25,0.00656082462135,27904
C,1.25,-0.1,0.0422072504131,27905
C,1.25,-0.1,0.0422072504131,27906
C,1.25,-0.25,0.00656082462135,27907
C,1.25,-0.1,0.0422072504131,27908
C,1.25,-0.25,0.00656082462135,27909
C,1.25,-0.1,0.0422072504131,27910
C,1.25,-0.25,0.00656082462135,27911
C,1.25,-0.25,0.00656082462135,27912
C,1.25,-0.1,0.0422072504131,27913
C,1.25,-0.25,0.00656082462135,27914
C,1.25,-0.1,0.0422072504131,27915
C,1.25,-0.1,0.0422072504131,27916
C,1.25,-0.1,0.0422072504131,27917
C,1.25,-0.25,0.00656082462135,27918
C,1.25,-0.1,0.0422072504131,27919
C,1.25,-0.25,0.00656082462135,27920
C,1.25,-0.1,0.0422072504131,27921
C,1.25,-0.1,0.0422072504131,27922
C,1.25,-0.25,0.00656082462135,27923
C,1.25,-0.1,0.0422072504131,27924
C,1.25,-0.25,0.00656082462135,27925
C,1.25,-0.1,0.0422072504131,27926
C,1.25,-0.25,0.00656082462135,27927
C,1.25,-0.25,0.00656082462135,27928
C,1.25,-0.25,0.00656082462135,27929
C,1.25,-0.25,0.00656082462135,27930
C,1.25,-0.25,0.00656082462135,27931
C,1.25,-0.1,0.0422072504131,27932
C,1.25,-0.25,0.00656082462135,27933
C,1.25,-0.1,0.0422072504131,27934
C,1.25,-0.1,0.0422072504131,27935
C,1.25,-0.25,0.00656082462135,27936
C,1.25,-0.1,0.0422072504131,27937
C,1.25,-0.25,0.00656082462135,27938
C,1.25,-0.25,0.00656082462135,27939
C,1.25,-0.1,0.0422072504131,27940
C,1.25,-0.25,0.00656082462135,27941
C,1.25,-0.1,0.0422072504131,27942
C,1.25,-0.1,0.0422072504131,27943
C,1.25,-0.1,0.0422072504131,27944
C,1.25,-0.1,0.0422072504131,27945
C,1.25,-0.1,0.0422072504131,27946
C,1.25,-0.25,0.00656082462135,27947
C,1.25,-0.25,0.00656082462135,27948
C,1.25,-0.1,0.0422072504131,27949
C,1.25,-0.25,0.00656082462135,27950
C,1.25,-0.25,0.00656082462135,27951
C,1.25,-0.1,0.0422072504131,27952
C,1.25,-0.25,0.00656082462135,27953
C,1.25,-0.25,0.00656082462135,27954
C,1.25,-0.25,0.00656082462135,27955
C,1.25,-0.25,0.00656082462135,27956
C,1.25,-0.1,0.0422072504131,27957
C,1.25,-0.25,0.00656082462135,27958
C,1.25,-0.1,0.0422072504131,27959
C,1.25,-0.25,0.00656082462135,27960
C,1.25,-0.25,0.00656082462135,27961
C,1.25,-0.1,0.0422072504131,27962
C,1.25,-0.1,0.0422072504131,27963
C,1.25,-0.1,0.0422072504131,27964
C,1.25,-0.25,0.00656082462135,27965
C,1.25,-0.25,0.00656082462135,27966
C,1.25,-0.25,0.00656082462135,27967
C,1.25,-0.1,0.0422072504131,27968
C,1.25,-0.1,0.0422072504131,27969
C,1.25,-0.25,0.00656082462135,27970
C,1.25,-0.25,0.00656082462135,27971
C,1.25,-0.1,0.0422072504131,27972
C,1.25,-0.1,0.0422072504131,27973
C,1.25,-0.25,0.00656082462135,27974
C,1.25,-0.1,0.0422072504131,27975
C,1.25,-0.25,0.00656082462135,27976
C,1.25,-0.25,0.00656082462135,27977
C,1.25,-0.25,0.00656082462135,27978
C,1.25,-0.1,0.0422072504131,27979
C,1.25,-0.25,0.00656082462135,27980
C,1.25,-0.25,0.00656082462135,27981
C,1.25,-0.25,0.00656082462135,27982
C,1.25,-0.25,0.00656082462135,27983
C,1.25,-0.1,0.0422072504131,27984
C,1.25,-0.25,0.00656082462135,27985
C,1.25,-0.1,0.0422072504131,27986
C,1.25,-0.1,0.0422072504131,27987
C,1.25,-0.1,0.0422072504131,27988
C,1.25,-0.1,0.0422072504131,27989
C,1.25,-0.1,0.0422072504131,27990
C,1.25,-0.1,0.0422072504131,27991
C,1.25,-0.25,0.00656082462135,27992
B,1.15,0.0,0.0422072504131,27993
B,1.15,-0.15,0.0209871613723,27994
B,1.15,-0.15,0.0209871613723,27995
B,1.15,0.1,0.18932421675,27996
B,1.15,0.1,0.18932421675,27997
B,1.15,-0.15,0.0209871613723,27998
B,1.15,0.1,0.18932421675,27999
B,1.15,-0.15,0.0209871613723,28000
B,1.15,0.1,0.18932421675,28001
B,1.15,-0.15,0.0209871613723,28002
B,1.15,-0.15,0.0209871613723,28003
C,1.25,0.0,0.18932421675,28004
C,1.25,-0.1,0.0422072504131,28005
C,1.25,-0.1,0.0422072504131,28006
C,1.25,-0.25,0.00656082462135,28007
C,1.25,-0.1,0.0422072504131,28008
C,1.25,-0.1,0.0422072504131,28009
C,1.25,-0.25,0.00656082462135,28010
C,1.25,-0.25,0.00656082462135,28011
C,1.25,-0.1,0.0422072504131,28012
C,1.25,-0.25,0.00656082462135,28013
B,1.15,0.0,0.0422072504131,28014
B,1.15,0.1,0.18932421675,28015
C,1.25,0.0,0.18932421675,28016
C,1.25,-0.25,0.00656082462135,28017
C,1.25,-0.1,0.0422072504131,28018
C,1.25,-0.25,0.00656082462135,28019
C,1.25,-0.1,0.0422072504131,28020
C,1.25,-0.25,0.00656082462135,28021
C,1.25,-0.1,0.0422072504131,28022
C,1.25,-0.25,0.00656082462135,28023
C,1.25,-0.25,0.00656082462135,28024
C,1.25,-0.1,0.0422072504131,28025
B,1.15,0.0,0.0422072504131,28026
B,1.15,0.1,0.18932421675,28027
B,1.15,-0.15,0.0209871613723,28028
B,1.15,0.1,0.18932421675,28029
B,1.15,0.1,0.18932421675,28030
C,1.25,0.0,0.18932421675,28031
C,1.25,-0.25,0.00656082462135,28032
C,1.25,-0.25,0.00656082462135,28033
C,1.25,-0.1,0.0422072504131,28034
C,1.25,-0.25,0.00656082462135,28035
C,1.25,-0.1,0.0422072504131,28036
C,1.25,-0.1,0.0422072504131,28037
C,1.25,-0.1,0.0422072504131,28038
C,1.25,-0.25,0.00656082462135,28039
C,1.25,-0.1,0.0422072504131,28040
C,1.25,-0.25,0.00656082462135,28041
C,1.25,-0.25,0.00656082462135,28042
C,1.25,-0.25,0.00656082462135,28043
C,1.25,-0.25,0.00656082462135,28044
C,1.25,-0.25,0.00656082462135,28045
C,1.25,-0.25,0.00656082462135,28046
C,1.25,-0.1,0.0422072504131,28047
C,1.25,-0.25,0.00656082462135,28048
C,1.25,-0.25,0.00656082462135,28049
C,1.25,-0.25,0.00656082462135,28050
C,1.25,-0.25,0.00656082462135,28051
C,1.25,-0.1,0.0422072504131,28052
C,1.25,-0.1,0.0422072504131,28053
B,1.15,0.0,0.0422072504131,28054
B,1.15,-0.15,0.0209871613723,28055
B,1.15,0.1,0.18932421675,28056
B,1.15,0.1,0.18932421675,28057
B,1.15,0.1,0.18932421675,28058
B,1.15,0.1,0.18932421675,28059
B,1.15,0.1,0.18932421675,28060
B,1.15,-0.15,0.0209871613723,28061
B,1.15,0.1,0.18932421675,28062
B,1.15,-0.15,0.0209871613723,28063
B,1.15,0.1,0.18932421675,28064
B,1.15,0.1,0.18932421675,28065
B,1.15,0.1,0.18932421675,28066
C,1.25,0.0,0.18932421675,28067
C,1.25,-0.1,0.0422072504131,28068
C,1.25,-0.25,0.00656082462135,28069
C,1.25,-0.25,0.00656082462135,28070
C,1.25,-0.1,0.0422072504131,28071
C,1.25,-0.1,0.0422072504131,28072
C,1.25,-0.1,0.0422072504131,28073
A,1,0,0.00656082462135,28074
A,1,0.15,0.259725641869,28075
C,1.25,0.0,0.364198927758,28076
C,1.25,-0.25,0.00656082462135,28077
C,1.25,-0.25,0.00656082462135,28078
C,1.25,-0.1,0.0422072504131,28079
C,1.25,-0.25,0.00656082462135,28080
C,1.25,-0.25,0.00656082462135,28081
C,1.25,-0.25,0.00656082462135,28082
C,1.25,-0.1,0.0422072504131,28083
C,1.25,-0.1,0.0422072504131,28084
C,1.25,-0.25,0.00656082462135,28085
C,1.25,-0.25,0.00656082462135,28086
C,1.25,-0.1,0.0422072504131,28087
C,1.25,-0.25,0.00656082462135,28088
C,1.25,-0.1,0.0422072504131,28089
C,1.25,-0.25,0.00656082462135,28090
C,1.25,-0.1,0.0422072504131,28091
C,1.25,-0.25,0.00656082462135,28092
C,1.25,-0.25,0.00656082462135,28093
C,1.25,-0.25,0.00656082462135,28094
C,1.25,-0.25,0.00656082462135,28095
C,1.25,-0.25,0.00656082462135,28096
C,1.25,-0.1,0.0422072504131,28097
C,1.25,-0.1,0.0422072504131,28098
C,1.25,-0.1,0.0422072504131,28099
C,1.25,-0.1,0.0422072504131,28100
C,1.25,-0.25,0.00656082462135,28101
C,1.25,-0.1,0.0422072504131,28102
C,1.25,-0.25,0.00656082462135,28103
C,1.25,-0.25,0.00656082462135,28104
C,1.25,-0.1,0.0422072504131,28105
C,1.25,-0.25,0.00656082462135,28106
C,1.25,-0.25,0.00656082462135,28107
C,1.25,-0.25,0.00656082462135,28108
C,1.25,-0.1,0.0422072504131,28109
C,1.25,-0.25,0.00656082462135,28110
C,1.25,-0.25,0.00656082462135,28111
C,1.25,-0.25,0.00656082462135,28112
C,1.25,-0.25,0.00656082462135,28113
C,1.25,-0.25,0.00656082462135,28114
C,1.25,-0.25,0.00656082462135,28115
C,1.25,-0.1,0.0422072504131,28116
C,1.25,-0.25,0.00656082462135,28117
C,1.25,-0.1,0.0422072504131,28118
C,1.25,-0.25,0.00656082462135,28119
C,1.25,-0.1,0.0422072504131,28120
C,1.25,-0.1,0.0422072504131,28121
C,1.25,-0.25,0.00656082462135,28122
C,1.25,-0.1,0.0422072504131,28123
C,1.25,-0.25,0.00656082462135,28124
C,1.25,-0.1,0.0422072504131,28125
C,1.25,-0.1,0.0422072504131,28126
C,1.25,-0.1,0.0422072504131,28127
C,1.25,-0.25,0.00656082462135,28128
C,1.25,-0.1,0.0422072504131,28129
C,1.25,-0.25,0.00656082462135,28130
C,1.25,-0.25,0.00656082462135,28131
C,1.25,-0.1,0.0422072504131,28132
C,1.25,-0.25,0.00656082462135,28133
C,1.25,-0.25,0.00656082462135,28134
C,1.25,-0.1,0.0422072504131,28135
C,1.25,-0.1,0.0422072504131,28136
C,1.25,-0.1,0.0422072504131,28137
C,1.25,-0.1,0.0422072504131,28138
C,1.25,-0.1,0.0422072504131,28139
C,1.25,-0.25,0.00656082462135,28140
C,1.25,-0.25,0.00656082462135,28141
C,1.25,-0.25,0.00656082462135,28142
C,1.25,-0.25,0.00656082462135,28143
C,1.25,-0.25,0.00656082462135,28144
C,1.25,-0.1,0.0422072504131,28145
C,1.25,-0.1,0.0422072504131,28146
C,1.25,-0.25,0.00656082462135,28147
C,1.25,-0.25,0.00656082462135,28148
C,1.25,-0.25,0.00656082462135,28149
C,1.25,-0.25,0.00656082462135,28150
C,1.25,-0.1,0.0422072504131,28151
C,1.25,-0.1,0.0422072504131,28152
C,1.25,-0.1,0.0422072504131,28153
C,1.25,-0.25,0.00656082462135,28154
C,1.25,-0.1,0.0422072504131,28155
C,1.25,-0.1,0.0422072504131,28156
C,1.25,-0.25,0.00656082462135,28157
C,1.25,-0.25,0.00656082462135,28158
C,1.25,-0.25,0.00656082462135,28159
C,1.25,-0.1,0.0422072504131,28160
C,1.25,-0.25,0.00656082462135,28161
C,1.25,-0.25,0.00656082462135,28162
C,1.25,-0.25,0.00656082462135,28163
B,1.15,0.0,0.0422072504131,28164
B,1.15,-0.15,0.0209871613723,28165
B,1.15,-0.15,0.0209871613723,28166
B,1.15,0.1,0.18932421675,28167
B,1.15,-0.15,0.0209871613723,28168
B,1.15,-0.15,0.0209871613723,28169
B,1.15,-0.15,0.0209871613723,28170
B,1.15,0.1,0.18932421675,28171
B,1.15,0.1,0.18932421675,28172
B,1.15,-0.15,0.0209871613723,28173
B,1.15,0.1,0.18932421675,28174
B,1.15,0.1,0.18932421675,28175
B,1.15,-0.15,0.0209871613723,28176
B,1.15,0.1,0.18932421675,28177
B,1.15,-0.15,0.0209871613723,28178
B,1.15,-0.15,0.0209871613723,28179
B,1.15,0.1,0.18932421675,28180
C,1.25,0.0,0.18932421675,28181
C,1.25,-0.1,0.0422072504131,28182
C,1.25,-0.1,0.0422072504131,28183
C,1.25,-0.1,0.0422072504131,28184
C,1.25,-0.1,0.0422072504131,28185
C,1.25,-0.25,0.00656082462135,28186
C,1.25,-0.1,0.0422072504131,28187
C,1.25,-0.25,0.00656082462135,28188
C,1.25,-0.1,0.0422072504131,28189
C,1.25,-0.25,0.00656082462135,28190
C,1.25,-0.25,0.00656082462135,28191
C,1.25,-0.1,0.0422072504131,28192
C,1.25,-0.25,0.00656082462135,28193
C,1.25,-0.25,0.00656082462135,28194
C,1.25,-0.1,0.0422072504131,28195
C,1.25,-0.25,0.00656082462135,28196
C,1.25,-0.25,0.00656082462135,28197
C,1.25,-0.1,0.0422072504131,28198
C,1.25,-0.1,0.0422072504131,28199
C,1.25,-0.25,0.00656082462135,28200
C,1.25,-0.1,0.0422072504131,28201
C,1.25,-0.25,0.00656082462135,28202
C,1.25,-0.25,0.00656082462135,28203
C,1.25,-0.1,0.0422072504131,28204
C,1.25,-0.25,0.00656082462135,28205
C,1.25,-0.25,0.00656082462135,28206
C,1.25,-0.1,0.0422072504131,28207
C,1.25,-0.25,0.00656082462135,28208
C,1.25,-0.25,0.00656082462135,28209
C,1.25,-0.1,0.0422072504131,28210
C,1.25,-0.1,0.0422072504131,28211
B,1.15,0.0,0.0422072504131,28212
B,1.15,0.1,0.18932421675,28213
B,1.15,0.1,0.18932421675,28214
B,1.15,-0.15,0.0209871613723,28215
B,1.15,0.1,0.18932421675,28216
B,1.15,-0.15,0.0209871613723,28217
B,1.15,0.1,0.18932421675,28218
B,1.15,-0.15,0.0209871613723,28219
B,1.15,0.1,0.18932421675,28220
B,1.15,-0.15,0.0209871613723,28221
B,1.15,-0.15,0.0209871613723,28222
B,1.15,0.1,0.18932421675,28223
B,1.15,0.1,0.18932421675,28224
B,1.15,0.1,0.18932421675,28225
B,1.15,-0.15,0.0209871613723,28226
B,1.15,-0.15,0.0209871613723,28227
C,1.25,0.0,0.18932421675,28228
C,1.25,-0.1,0.0422072504131,28229
C,1.25,-0.1,0.0422072504131,28230
C,1.25,-0.25,0.00656082462135,28231
C,1.25,-0.1,0.0422072504131,28232
C,1.25,-0.1,0.0422072504131,28233
C,1.25,-0.25,0.00656082462135,28234
C,1.25,-0.1,0.0422072504131,28235
C,1.25,-0.25,0.00656082462135,28236
C,1.25,-0.25,0.00656082462135,28237
C,1.25,-0.25,0.00656082462135,28238
C,1.25,-0.25,0.00656082462135,28239
C,1.25,-0.25,0.00656082462135,28240
C,1.25,-0.1,0.0422072504131,28241
C,1.25,-0.25,0.00656082462135,28242
C,1.25,-0.1,0.0422072504131,28243
C,1.25,-0.25,0.00656082462135,28244
C,1.25,-0.25,0.00656082462135,28245
C,1.25,-0.25,0.00656082462135,28246
C,1.25,-0.1,0.0422072504131,28247
C,1.25,-0.1,0.0422072504131,28248
C,1.25,-0.25,0.00656082462135,28249
C,1.25,-0.1,0.0422072504131,28250
C,1.25,-0.1,0.0422072504131,28251
C,1.25,-0.25,0.00656082462135,28252
C,1.25,-0.25,0.00656082462135,28253
C,1.25,-0.25,0.00656082462135,28254
C,1.25,-0.25,0.00656082462135,28255
C,1.25,-0.25,0.00656082462135,28256
C,1.25,-0.1,0.0422072504131,28257
C,1.25,-0.25,0.00656082462135,28258
C,1.25,-0.25,0.00656082462135,28259
C,1.25,-0.1,0.0422072504131,28260
C,1.25,-0.1,0.0422072504131,28261
C,1.25,-0.1,0.0422072504131,28262
C,1.25,-0.1,0.0422072504131,28263
C,1.25,-0.1,0.0422072504131,28264
C,1.25,-0.25,0.00656082462135,28265
C,1.25,-0.1,0.0422072504131,28266
C,1.25,-0.1,0.0422072504131,28267
B,1.15,0.0,0.0422072504131,28268
B,1.15,0.1,0.18932421675,28269
C,1.25,0.0,0.18932421675,28270
C,1.25,-0.25,0.00656082462135,28271
B,1.15,0.0,0.0422072504131,28272
B,1.15,0.1,0.18932421675,28273
B,1.15,-0.15,0.0209871613723,28274
B,1.15,-0.15,0.0209871613723,28275
B,1.15,0.1,0.18932421675,28276
B,1.15,0.1,0.18932421675,28277
B,1.15,-0.15,0.0209871613723,28278
B,1.15,-0.15,0.0209871613723,28279
B,1.15,0.1,0.18932421675,28280
B,1.15,0.1,0.18932421675,28281
B,1.15,-0.15,0.0209871613723,28282
B,1.15,0.1,0.18932421675,28283
B,1.15,0.1,0.18932421675,28284
B,1.15,0.1,0.18932421675,28285
B,1.15,0.1,0.18932421675,28286
B,1.15,-0.15,0.0209871613723,28287
C,1.25,0.0,0.18932421675,28288
C,1.25,-0.25,0.00656082462135,28289
C,1.25,-0.25,0.00656082462135,28290
C,1.25,-0.1,0.0422072504131,28291
C,1.25,-0.25,0.00656082462135,28292
C,1.25,-0.1,0.0422072504131,28293
C,1.25,-0.25,0.00656082462135,28294
C,1.25,-0.1,0.0422072504131,28295
C,1.25,-0.1,0.0422072504131,28296
C,1.25,-0.25,0.00656082462135,28297
C,1.25,-0.25,0.00656082462135,28298
C,1.25,-0.1,0.0422072504131,28299
C,1.25,-0.25,0.00656082462135,28300
C,1.25,-0.25,0.00656082462135,28301
C,1.25,-0.25,0.00656082462135,28302
C,1.25,-0.25,0.00656082462135,28303
C,1.25,-0.1,0.0422072504131,28304
C,1.25,-0.1,0.0422072504131,28305
C,1.25,-0.1,0.0422072504131,28306
C,1.25,-0.25,0.00656082462135,28307
C,1.25,-0.1,0.0422072504131,28308
C,1.25,-0.1,0.0422072504131,28309
C,1.25,-0.25,0.00656082462135,28310
C,1.25,-0.1,0.0422072504131,28311
C,1.25,-0.1,0.0422072504131,28312
C,1.25,-0.25,0.00656082462135,28313
C,1.25,-0.1,0.0422072504131,28314
C,1.25,-0.25,0.00656082462135,28315
C,1.25,-0.1,0.0422072504131,28316
C,1.25,-0.1,0.0422072504131,28317
C,1.25,-0.25,0.00656082462135,28318
C,1.25,-0.1,0.0422072504131,28319
C,1.25,-0.1,0.0422072504131,28320
C,1.25,-0.25,0.00656082462135,28321
C,1.25,-0.1,0.0422072504131,28322
C,1.25,-0.1,0.0422072504131,28323
C,1.25,-0.25,0.00656082462135,28324
C,1.25,-0.1,0.0422072504131,28325
C,1.25,-0.1,0.0422072504131,28326
C,1.25,-0.1,0.0422072504131,28327
C,1.25,-0.25,0.00656082462135,28328
C,1.25,-0.25,0.00656082462135,28329
C,1.25,-0.25,0.00656082462135,28330
C,1.25,-0.25,0.00656082462135,28331
C,1.25,-0.25,0.00656082462135,28332
C,1.25,-0.25,0.00656082462135,28333
C,1.25,-0.25,0.00656082462135,28334
C,1.25,-0.25,0.00656082462135,28335
C,1.25,-0.1,0.0422072504131,28336
C,1.25,-0.1,0.0422072504131,28337
C,1.25,-0.1,0.0422072504131,28338
C,1.25,-0.1,0.0422072504131,28339
C,1.25,-0.1,0.0422072504131,28340
C,1.25,-0.1,0.0422072504131,28341
B,1.15,0.0,0.0422072504131,28342
B,1.15,-0.15,0.0209871613723,28343
C,1.25,0.0,0.18932421675,28344
C,1.25,-0.1,0.0422072504131,28345
C,1.25,-0.25,0.00656082462135,28346
C,1.25,-0.1,0.0422072504131,28347
C,1.25,-0.25,0.00656082462135,28348
C,1.25,-0.25,0.00656082462135,28349
C,1.25,-0.25,0.00656082462135,28350
C,1.25,-0.1,0.0422072504131,28351
C,1.25,-0.25,0.00656082462135,28352
C,1.25,-0.1,0.0422072504131,28353
C,1.25,-0.1,0.0422072504131,28354
C,1.25,-0.25,0.00656082462135,28355
B,1.15,0.0,0.0422072504131,28356
B,1.15,-0.15,0.0209871613723,28357
B,1.15,0.1,0.18932421675,28358
B,1.15,0.1,0.18932421675,28359
B,1.15,-0.15,0.0209871613723,28360
B,1.15,0.1,0.18932421675,28361
B,1.15,0.1,0.18932421675,28362
B,1.15,-0.15,0.0209871613723,28363
B,1.15,-0.15,0.0209871613723,28364
B,1.15,-0.15,0.0209871613723,28365
B,1.15,-0.15,0.0209871613723,28366
B,1.15,0.1,0.18932421675,28367
B,1.15,-0.15,0.0209871613723,28368
C,1.25,0.0,0.18932421675,28369
